question,question_fr,order,disagg_var1,disagg_var1_fr,disaggregate1,disaggregate1_fr,label,label_fr,colpercent,round,collowercl,coluppercl,numerator,denominator,Suppress,notes,notes_fr,notes2,notes2_fr,Table,infobase_order
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,15-19,15-19,1 to 2 drinks,1-2 verres d’alcool,25.6,,22.2,29.2,142,586,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,15-19,15-19,3 to 6 drinks,3-6 verres d’alcool,33.2,,29.6,37.2,194,586,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,15-19,15-19,7 or more drinks,7 + verres d’alcool,41.2,,37.0,45.5,250,586,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,20-24,20-24,1 to 2 drinks,1-2 verres d’alcool,29.7,,27.6,31.8,542,1821,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,20-24,20-24,3 to 6 drinks,3-6 verres d’alcool,34.0,,31.3,36.7,604,1821,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,20-24,20-24,7 or more drinks,7 + verres d’alcool,36.4,,33.9,38.9,675,1821,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,25-54,25-54,1 to 2 drinks,1-2 verres d’alcool,29.2,,27.8,30.5,2387,8146,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,25-54,25-54,3 to 6 drinks,3-6 verres d’alcool,33.4,,32.1,34.8,2723,8146,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,25-54,25-54,7 or more drinks,7 + verres d’alcool,37.4,,36.4,38.5,3036,8146,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,55+,55+,1 to 2 drinks,1-2 verres d’alcool,30.7,,29.3,32.2,1981,6386,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,55+,55+,3 to 6 drinks,3-6 verres d’alcool,31.3,,30.0,32.5,2060,6386,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Age,L'âge,55+,55+,7 or more drinks,7 + verres d’alcool,38.0,,36.5,39.5,2345,6386,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * age_group2,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Sex at birth,Sexe à la naissance,Male,Homme,1 to 2 drinks,1-2 verres d’alcool,25.5,v,24.0,27.0,2149,8518,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q02,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Sex at birth,Sexe à la naissance,Male,Homme,3 to 6 drinks,3-6 verres d’alcool,30.9,,29.7,32.0,2613,8518,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q02,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Sex at birth,Sexe à la naissance,Male,Homme,7 or more drinks,7 + verres d’alcool,43.7,,42.4,45.0,3756,8518,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q02,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Sex at birth,Sexe à la naissance,Female,Femme,1 to 2 drinks,1-2 verres d’alcool,34.4,,32.9,35.9,2903,8421,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q02,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Sex at birth,Sexe à la naissance,Female,Femme,3 to 6 drinks,3-6 verres d’alcool,34.3,,32.5,36.3,2968,8421,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q02,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Sex at birth,Sexe à la naissance,Female,Femme,7 or more drinks,7 + verres d’alcool,31.2,,30.1,32.4,2550,8421,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q02,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Men,Hommes,1 to 2 drinks,1-2 verres d’alcool,25.3,,23.9,26.8,2112,8438,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Men,Hommes,3 to 6 drinks,3-6 verres d’alcool,30.9,,29.8,32.1,2595,8438,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Men,Hommes,7 or more drinks,7 + verres d’alcool,43.8,,42.5,45.0,3731,8438,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Women,Femmes,1 to 2 drinks,1-2 verres d’alcool,34.4,,32.9,35.9,2874,8336,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Women,Femmes,3 to 6 drinks,3-6 verres d’alcool,34.3,,32.4,36.3,2931,8336,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Women,Femmes,7 or more drinks,7 + verres d’alcool,31.3,,30.1,32.5,2531,8336,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Another gender,Autre identité de genre,1 to 2 drinks,1-2 verres d’alcool,43.2,,32.9,54.1,57,140,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Another gender,Autre identité de genre,3 to 6 drinks,3-6 verres d’alcool,28.9,,22.0,36.9,50,140,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Gender,Le genre,Another gender,Autre identité de genre,7 or more drinks,7 + verres d’alcool,27.9,,19.8,37.9,33,140,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.","Only valid responses for gender were retained in the 'another gender' category. These included, but are not limited to: non-binary, agender, gender neutral, gender fluid, gender queer, and questioning.","Seules les réponses valides pour le genre ont été retenues dans la catégorie « un autre genre ». Ceux-ci incluent, sans toutefois s'y limiter : les comportements non binaires, les genres, les genres neutres, les genres fluides, les genres queer et les questionnements.",Table ALC_7day_risk * ags_q03r_NSET,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Alberta,L'Alberta,1 to 2 drinks,1-2 verres d’alcool,31.9,,28.7,35.2,558,1773,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Alberta,L'Alberta,3 to 6 drinks,3-6 verres d’alcool,32.5,v,30.0,35.0,575,1773,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Alberta,L'Alberta,7 or more drinks,7 + verres d’alcool,35.7,,33.5,37.9,640,1773,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,British Columbia,La Colombie-Britannique,1 to 2 drinks,1-2 verres d’alcool,31.0,,28.5,33.6,637,2081,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,British Columbia,La Colombie-Britannique,3 to 6 drinks,3-6 verres d’alcool,30.5,v,28.5,32.5,643,2081,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,British Columbia,La Colombie-Britannique,7 or more drinks,7 + verres d’alcool,38.6,,36.2,40.9,801,2081,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Manitoba,Le Manitoba,1 to 2 drinks,1-2 verres d’alcool,30.5,v,27.9,33.1,365,1198,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Manitoba,Le Manitoba,3 to 6 drinks,3-6 verres d’alcool,32.7,,30.1,35.5,397,1198,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Manitoba,Le Manitoba,7 or more drinks,7 + verres d’alcool,36.8,,34.1,39.5,436,1198,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,New Brunswick,Le Nouveau-Brunswick,1 to 2 drinks,1-2 verres d’alcool,28.9,,24.9,33.2,326,1114,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,New Brunswick,Le Nouveau-Brunswick,3 to 6 drinks,3-6 verres d’alcool,31.7,,28.7,34.8,348,1114,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,New Brunswick,Le Nouveau-Brunswick,7 or more drinks,7 + verres d’alcool,39.4,,36.6,42.3,440,1114,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Newfoundland and Labrador,La Terre-Neuve-et-Labrador,1 to 2 drinks,1-2 verres d’alcool,26.5,^,23.4,29.9,336,1233,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Newfoundland and Labrador,La Terre-Neuve-et-Labrador,3 to 6 drinks,3-6 verres d’alcool,33.0,,30.4,35.7,415,1233,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Newfoundland and Labrador,La Terre-Neuve-et-Labrador,7 or more drinks,7 + verres d’alcool,40.5,^,37.8,43.3,482,1233,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Nova Scotia,La Nouvelle-Écosse,1 to 2 drinks,1-2 verres d’alcool,27.3,,24.9,29.7,359,1290,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Nova Scotia,La Nouvelle-Écosse,3 to 6 drinks,3-6 verres d’alcool,34.7,,32.2,37.4,453,1290,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Nova Scotia,La Nouvelle-Écosse,7 or more drinks,7 + verres d’alcool,38.0,,35.4,40.7,478,1290,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Ontario,L’Ontario,1 to 2 drinks,1-2 verres d’alcool,30.4,,28.3,32.5,863,2901,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Ontario,L’Ontario,3 to 6 drinks,3-6 verres d’alcool,32.4,,30.7,34.1,948,2901,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Ontario,L’Ontario,7 or more drinks,7 + verres d’alcool,37.2,,35.5,39.0,1090,2901,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
