question,question_fr,order,disagg_var1,disagg_var1_fr,disaggregate1,disaggregate1_fr,label,label_fr,colpercent,round,collowercl,coluppercl,numerator,denominator,Suppress,notes,notes_fr,notes2,notes2_fr,Table,infobase_order
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Prince Edward Island,L’île du Prince-Édouard,1 to 2 drinks,1-2 verres d’alcool,31.3,,28.6,34.1,355,1125,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Prince Edward Island,L’île du Prince-Édouard,3 to 6 drinks,3-6 verres d’alcool,34.0,,27.6,40.9,382,1125,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Prince Edward Island,L’île du Prince-Édouard,7 or more drinks,7 + verres d’alcool,34.7,,30.5,39.2,388,1125,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Québec,Le Québec,1 to 2 drinks,1-2 verres d’alcool,27.6,,25.8,29.4,846,2961,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Québec,Le Québec,3 to 6 drinks,3-6 verres d’alcool,33.8,,32.1,35.5,1014,2961,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Québec,Le Québec,7 or more drinks,7 + verres d’alcool,38.7,,36.8,40.7,1101,2961,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Saskatchewan,La Saskatchewan,1 to 2 drinks,1-2 verres d’alcool,31.7,,29.2,34.4,407,1263,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Saskatchewan,La Saskatchewan,3 to 6 drinks,3-6 verres d’alcool,31.8,,29.3,34.5,406,1263,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Province,La province,Saskatchewan,La Saskatchewan,7 or more drinks,7 + verres d’alcool,36.4,,33.8,39.1,450,1263,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * AGS_Q04,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Very good or excellent,Très bien ou excellente,1 to 2 drinks,1-2 verres d’alcool,29.2,,28.2,30.3,2889,9911,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Very good or excellent,Très bien ou excellente,3 to 6 drinks,3-6 verres d’alcool,33.5,v,32.6,34.4,3362,9911,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Very good or excellent,Très bien ou excellente,7 or more drinks,7 + verres d’alcool,37.3,,36.3,38.3,3660,9911,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Good,Bonne,1 to 2 drinks,1-2 verres d’alcool,30.2,,28.2,32.2,1645,5432,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Good,Bonne,3 to 6 drinks,3-6 verres d’alcool,31.5,^,30.3,32.7,1759,5432,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Good,Bonne,7 or more drinks,7 + verres d’alcool,38.3,,36.2,40.5,2028,5432,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Poor or fair,Mauvaise ou passable,1 to 2 drinks,1-2 verres d’alcool,32.2,,30.0,34.6,514,1585,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Poor or fair,Mauvaise ou passable,3 to 6 drinks,3-6 verres d’alcool,29.6,,25.8,33.6,455,1585,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated physical health,Santé physique auto-évaluée,Poor or fair,Mauvaise ou passable,7 or more drinks,7 + verres d’alcool,38.2,,34.7,41.8,616,1585,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q01d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Very good or excellent,Très bien ou excellente,1 to 2 drinks,1-2 verres d’alcool,30.0,,28.7,31.4,2739,9092,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Very good or excellent,Très bien ou excellente,3 to 6 drinks,3-6 verres d’alcool,33.3,,32.0,34.6,3069,9092,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Very good or excellent,Très bien ou excellente,7 or more drinks,7 + verres d’alcool,36.7,,35.5,37.9,3284,9092,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Good,Bonne,1 to 2 drinks,1-2 verres d’alcool,30.6,,28.5,32.8,1528,4948,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Good,Bonne,3 to 6 drinks,3-6 verres d’alcool,33.4,,31.9,35.0,1667,4948,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Good,Bonne,7 or more drinks,7 + verres d’alcool,36.0,,33.6,38.5,1753,4948,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Poor or fair,Mauvaise ou passable,1 to 2 drinks,1-2 verres d’alcool,27.2,,25.5,29.0,775,2869,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Poor or fair,Mauvaise ou passable,3 to 6 drinks,3-6 verres d’alcool,28.2,,25.6,30.9,838,2869,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Self-rated mental health,Santé mentale auto-évaluée,Poor or fair,Mauvaise ou passable,7 or more drinks,7 + verres d’alcool,44.6,,41.1,48.1,1256,2869,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q02d,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Disability status,Le statut d’handicap,Lives with disability,Vit avec un handicap,1 to 2 drinks,1-2 verres d’alcool,33.6,,29.8,37.6,628,1867,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q03,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Disability status,Le statut d’handicap,Lives with disability,Vit avec un handicap,3 to 6 drinks,3-6 verres d’alcool,30.0,,27.2,32.9,554,1867,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q03,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Disability status,Le statut d’handicap,Lives with disability,Vit avec un handicap,7 or more drinks,7 + verres d’alcool,36.4,,33.0,40.0,685,1867,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q03,8
Number of drinks in past 7 days,Nombre de verres au cours des 7 derniers jours,12,Disability status,Le statut d’handicap,Does not live with a disability,Ne vit pas avec un handicap,1 to 2 drinks,1-2 verres d’alcool,29.2,,28.0,30.4,4342,14878,,"Among those who had a drink in the past 7 days, percent who had 1 or 2, 3 to 6, or 7 or more drinks in those 7 days.","Parmi ceux ayant bu une boisson alcoolisée au cours des 7 derniers jours, pourcentage qui ont bu 1 ou 2, 3 à 6 ou 7 verres ou plus au cours de ces 7 jours.",,,Table ALC_7day_risk * HWB_Q03,8
